entrezgene,FDRPval_m1m2,FDRPval_m2m2a,FDRPval_m7m8,FDRPval_m8m8a,FDRPval_busted,Prop_m2,Omega_m2,Omega_m0,prop_sel_branches,length,nseq
423596,1,1,1,0.502722374268552,1,0,50.914790000000004,0.0206,0.0410958904109589,1713,38
396320,1,1,0.128399304221298,0.749175410897413,0.18352314963650393,0,19.75186,0.12175,0.04,987,39
425953,1,1,1.90194787675698e-4,1,3.193025373074272e-8,0.022,1,0.08297,0.10666666666666667,1734,39
417645,1,1,1.55601540774867e-5,0.562036149582921,0.7864110174342483,0,24.30568,0.00955,0.02666666666666667,1497,39
427805,1,1,0,0,0.9443781982578903,0,120.07558,0.1222,0.24,6015,39
429640,1,1,0.060624421266233,0.824689282478015,1,0,21.57212,0.04848,0.05333333333333334,2064,39
768938,1,0.722694758373011,8.01035785024607e-4,0.0123462169651792,1,0.02,2.43444,0.25425,0.06153846153846154,369,34
418073,1,1,0.173748824068274,0.660587738453096,8.354764583638158e-8,0.039,1,0.2117,0.03896103896103896,1329,40
415322,1,1,1,1,NA,0,22.24305,0.11012,NA,636,39
417912,1,1,0.0319838159009237,0.439652703517371,1,0,14.1301,0.03179,0.08,1275,39
419968,1,1,1.81569582353951e-5,0.114066911442668,0.021456527027854912,0.094,1,0.216,0.36363636363636365,1836,29
418745,1,1,0.00386947082387152,1,0.5302368585517607,0,3.89783,0.02953,0.06666666666666667,1131,39
421897,1,1,1,0.980241213304554,1,0.024,1,0.14793,0,174,39
415970,1,1,1,0.569007783215274,1,0,26.51188,0.03956,0.013333333333333334,432,39
415628,1,1,1,0.848025686069066,0.810041508302225,0.042,1,0.124,0.04,480,39
417346,9.91607021928032e-5,1.58798351661093e-5,3.22057336119071e-14,4.45095673618837e-11,7.613798669077074e-8,0.091,2.36799,0.74279,0.19607843137254902,603,27
420967,1,1,1,1,0.9312304470148215,0,30.14832,0.10432,0.013333333333333334,582,39
772302,1,1,5.49153556599489e-7,0.713476728481839,0.1325667140567975,0,3.92708,0.07465,0.1780821917808219,1791,38
100858903,1,1,1,0.494608209658276,0.3532323027003611,0,25.92734,0.01573,0.15384615384615385,1179,21
415771,1,0.382436202546178,2.71252326550233e-9,0.0174461927867446,3.802086850485536e-14,0.002,3.37971,0.13147,0.04,1980,39
770395,5.03160182312201e-7,6.69448175882994e-8,0,0,0.6041869648214584,0.016,3.03912,0.28129,0.14666666666666667,1536,39
416874,1,1,1,0.142049677620839,1,0,5.82467,0.01974,0,495,39
417570,1,1,0.525143569369117,0.787214208664639,0.13206510576316804,0.019,1,0.1383,0.1643835616438356,1707,38
100858035,1,1,0.0234251576725634,0.224096724094056,0.0015567327647869294,0,46.58974,0.09393,0.16161616161616163,837,51
416118,1,1,3.35714299152118e-12,8.85029359936546e-4,0,0.083,1,0.34044,0.4155844155844156,2034,40
415674,1,1,1.62833176451245e-8,0.721925196211632,1.454450210616949e-8,0,28.54366,0.00774,0.06329113924050633,921,41
425972,1,1,0.00157965413469278,1,1,0.015,1,0.05813,0.04,1074,39
100859010,0.585486102664227,0.197049115799716,1.63896007100434e-12,0.13088483381697,0.11355113586881119,0.003,2.90166,0.11524,0.02666666666666667,1569,39
374192,1,1,0.0368996648991668,1,1,0.004,1,0.00807,0,588,43
420947,1,1,0.613422495545081,0.86720875954244,2.8807847462260404e-6,0,14.93159,0.16414,0.0684931506849315,1455,38
419472,0.160371149694786,0.0435750039482491,2.5324710077899e-7,9.92159236184737e-4,2.02735303909933e-4,0.01,2.91197,0.18925,0.1095890410958904,747,38
770371,1,1,0.022644038587637,0.0200649724232661,0.11132718952406033,0.17,1,0.24839,0.056338028169014086,246,37
429107,0.00587370053801879,0.00117275619209314,8.38982312152447e-13,4.77903055537899e-5,0.0023125189829513145,0.042,2.48093,0.56939,0.136986301369863,531,38
421452,1,0.612910557255919,7.17352441935792e-11,0.332433336201135,0.5547734312476267,0.004,2.38209,0.05129,0.012987012987012988,780,40
426496,1,1,1,1,1,0,3.14346,0.08628,0,345,39
425070,1,1,1,0.424401821143544,0.6288654736193229,0,27.6685,0.04559,0.04,1563,39
423662,1,0.744073737328383,0.00231201522243686,0.0740362575546922,0.27808466511780877,0.044,2.06898,0.51121,0.09523809523809523,360,33
428511,1,1,1,0.664616208004127,5.2861735271587327e-14,0,16.34953,0.02384,0.0821917808219178,858,38
768522,1,0.538170204356931,1.25206268427281e-9,0.0111673100706241,1,0.002,4.80317,0.02708,0.04225352112676056,1455,37
396363,1,1,1,1,1,0,51.20632,0.00177,0,414,39
396268,1,1,1,1,5.069997977410287e-5,0,44.42825,0.00537,0.013333333333333334,786,39
417971,1,1,0.0762556934484538,1,1.2896314836654645e-10,0,14.87538,0.03248,0.24,1026,39
419762,1,1,0.0365881350339772,0.943310737952307,4.902580988082411e-11,0,30.04744,0.02254,0.0958904109589041,1239,38
428673,1,1,2.67248497820188e-7,0.397610260443869,0.30232483750703515,0.031,1,0.07605,0.028169014084507043,426,37
395952,1,1,1,0.77388931903370906,5.991398369004949e-8,0,28.28419,0.0074,0.08,1113,39
415845,1,1,0,1,0.001698251408721824,0,18.36277,0.07788,NaN,8139,39
423616,1,1,1,1,0.11669592961258159,0,8.55996,0.07045,0.013333333333333334,513,39
422805,0.00135603093903406,2.47027678344747e-4,3.97572244594645e-13,6.94386996230854e-8,1,0.002,6.19436,0.12209,0.14666666666666667,2082,39
425539,1,1,1,1,1,0,52.80176,0.014,0.012987012987012988,669,40
428630,1,1,0.920458103728216,1,0.00935321297110434,0,21.56759,0.0444,0.06493506493506493,948,40
425730,1,1,1,0.010906803012145,1.8719649422545248e-7,0.004,1,0.03676,0.2898550724637681,3564,36
424187,0,0,0,0,4.65261484165684e-13,0.048,2.55415,0.32583,0.3698630136986301,2133,38
770441,1,1,5.72972724159905e-6,0.320905611687285,0.0048716324910457924,0.065,1,0.34912,0.2,1080,29
422202,1,1,1.75878704296482e-4,0.8220692457893,0.332943801459168,0.066,1,0.19622,0.08450704225352113,738,37
423545,1.11533087652493e-11,1.1663380883808e-12,0,0,2.463361070395707e-7,0.048,2.49744,0.59998,0.5733333333333334,1980,39
417554,1,1,1,1,0.0044366602364249,0,1,0.00893,0.013333333333333334,699,39
NA,1,1,1,1,0.018086143125933114,0,17.91056,0.02294,0.11594202898550725,438,36
416626,1,1,8.96499785473578e-5,1,1,0,38.41216,0.00639,0,1164,39
770922,1,1,4.37706063809839e-5,1,1,0,22.96224,0.10383,0.028985507246376812,696,36
418467,1,1,0.403397072509279,0.281888813725294,1.1157119289753508e-13,0.071,1,0.41422,0.14545454545454545,639,29
420681,1,1,0.0305395673756941,0.169532038153033,0.2579680591989524,0.052,1,0.18774,0.07042253521126761,876,37
422133,1,1,1.16114071380241e-9,0.784070574252947,3.0391607402736707e-5,0,92.12993,0.14044,0.3384615384615385,2772,34
771795,1,1,5.13637123855477e-5,0.686550334998106,2.006571975613755e-4,0.001,1,0.01328,0.1232876712328767,783,38
374047,1,1,1,0.905306815921259,0.0015596602474751999,0.097,1,0.09261,0.02531645569620253,456,41
776504,1,1,0.0233631480921032,1,0.4778624026148634,0,5.68593,0.11218,0.11320754716981132,507,28
100859627,1,1,1,0.710975252548513,0,0.01,1,0.01744,0.08737864077669903,852,53
423614,1,1,7.68971443691476e-5,0.00755338518434769,1,0.06,1,0.3041,0.08695652173913043,1251,36
421264,3.20556899701777e-8,3.96229100527512e-9,0,0,0.002006764056211811,0.088,2.26584,0.554,0.36619718309859156,1200,37
101751232,1,1,0.0334767279827226,0.279844167851311,0,0.042,1,0.2157,0.2641509433962264,1428,28
421880,1,1,1,1,1,0,15.68678,0.02957,0.09333333333333334,510,39
426208,0.0297521948745538,0.00674726310556991,5.13031207885658e-10,3.76339955873755e-6,6.285835288729928e-9,0.01,2.50278,0.21332,0.2876712328767123,1296,38
421886,1,1,0.0341718849822922,0.0658003053125824,0.4387033460999112,0.016,1,0.13877,0.05333333333333334,735,39
421222,0.045695894745272,0.0107930174039714,5.08034858724984e-9,0.00135867303995492,0.07337143232372957,0.017,2.52282,0.17655,0.09859154929577464,459,37
423047,1,1,1,0.93327891459688594,0.03747354009367546,0,4.49427,0.05199,0.0684931506849315,753,38
769001,0.291666620740342,0.0864249170104335,3.26028923106592e-10,1,0.001611543336536142,0.001,3.51993,0.076,0.0410958904109589,2640,38
395326,1,1,0.430590209937632,0.636823229056239,4.95234227682143e-11,0,9.75752,0.09083,0.05194805194805195,1374,40
396082,1,1,0.203971381921735,0.759950726330292,0.012541547165527602,0,23.89743,0.04459,0.14084507042253522,1041,37
101748282,1,1,3.62284734900544e-4,0.809829911731734,4.766704587194599e-16,0.004,1,0.04868,0.15384615384615385,756,34
417777,1,1,0.192018817277768,0.678743453547827,0.0382804130174976,0.012,1,0.06783,0.056338028169014086,2079,37
416564,1,1,9.09701818478906e-5,0.406635697234995,8.022297065679755e-7,0,45.87965,0.11792,0.36,2427,39
417583,1,1,0.00782267938129898,1,1,0,33.23926,0.00601,0.05333333333333334,3003,39
768774,1,1,1,0.720331900300444,1,0,30.36209,0.1236,0.18840579710144928,366,36
771014,1,1,1,0.985432891813357,1,0,42.81567,0.02016,0,201,36
421692,1,1,0.0166095021749829,0.234487909648866,0.03505121203071645,0,30.23133,0.05092,0.04,1260,39
396314,1,1,1,0.422972257623156,1,0,36.97762,0.01254,0,498,38
431646,1,1,0.256083549995722,0.829081470067404,0.2845987402782155,0,1.74944,0.06663,0.09333333333333334,1755,39
427809,1,1,1,0.0255412776146984,0.1431584694688819,0,27.68055,0.00761,0.05333333333333334,2205,39
421212,1,1,0.127025429859567,0.805004381654936,1,0.023,1,0.11621,0.056338028169014086,417,37
373977,1,1,0.00154867934913599,1,3.746632430010981e-12,0,28.0326,0.06492,0.09333333333333334,1404,39
423418,0.00357045358466243,6.90242033046965e-4,1.172537510559e-11,3.46997957342455e-4,1,0.008,3.42635,0.16891,0.04,1293,39
424968,1,1,7.63328076256775e-5,1,1,0,38.21084,0.02237,0.1232876712328767,1776,38
419648,1,1,0.00484690295467189,0.0341153298056038,1.1660655143339993e-5,0,36.27733,0.05794,0.17333333333333334,1575,39
416033,1,1,1.55195255612226e-4,0.464223829159412,0.15580395145771586,0.015,1,0.12397,0.05194805194805195,1455,40
423170,1,1,3.96792455320625e-8,1,0.5754443735063264,0.001,3.06703,0.1277,0.1643835616438356,2007,38
422738,1,1,2.58268966730184e-4,1,1,0,29.06123,0.0049,0,630,39
416738,3.36412695985552e-8,4.16354063369354e-9,0,3.13596161880301e-15,4.656117814897401e-4,0.022,3.24262,0.6147,0.28,1305,39
395696,0.336550542856878,0.102110487058198,9.1962297459339e-5,0.219367743587379,9.356057273865253e-9,0.002,3.93301,0.17255,0.13432835820895522,1386,35
418026,0.419279878241487,0.132058836658045,1.53666395280677e-7,2.59377477270915e-4,0.020946342250683588,0.005,3.47057,0.06604,0.05333333333333334,603,39
NA,1,1,0.401121461658615,1,0,0.277,1,0.53748,0.2972972972972973,747,20
416461,1,0.470193745921272,0,0.434361421021352,5.599208353347822e-4,0,3.5283,0.04004,0.1095890410958904,6273,38
420796,1,1,4.47740118079675e-5,0.580046186163069,0.9120669565439838,0,35.35437,0.13477,0.28,3372,39
427552,1,1,0.410286653060043,0.511198422591899,1,0,1,0.08189,0.09333333333333334,1284,39
418270,0.0725069627089341,0.0179553548795738,1.18180916346954e-5,2.71044881187252e-5,0.5521376358215704,0.021,3.39341,0.30376,0.0547945205479452,300,38
427162,0,0,0,0,1.6997650106769881e-12,0.223,2.49419,0.90797,0.2602739726027397,780,38
416340,1,1,1,0.316864898672256,0.37591534794785214,0,27.50829,0.09855,0.14814814814814814,1416,42
428650,1,1,1,1,1,0.009,1,0.13622,0.02666666666666667,753,39
426891,1,1,7.87976619409991e-6,1,1,0.028,1,0.15032,0,801,39
422950,1,1,0.681210782275986,1,0.6455875113412108,0,55.93891,0.08907,0.19402985074626866,1320,35
427448,2.74432491383717e-14,3.35663396719333e-15,0,0,4.448631601152489e-6,0.052,2.46727,0.49073,0.4533333333333333,2442,39
768951,1,1,2.6562777184154e-4,0.914651790887915,0.8451065563851172,0.06,1,0.21842,0.0821917808219178,543,38
418501,1,1,5.41561443041618e-4,0.16738127291955,1.428349073066483e-6,0.073,1,0.34621,0.08,666,39
769635,1,1,4.09990135097554e-5,0.336322096975562,1,0,2.7849,0.13164,0.16901408450704225,1287,37
416258,1,1,8.73100130739675e-11,0.563938272376084,5.914474126112626e-4,0,62.46731,0.02092,0.16,2646,39
769547,1,1,5.40910278055857e-14,1,1,0,12.97575,0.03672,0.0273972602739726,546,38
416860,1.2309763084809e-4,1.98997933156616e-5,5.77351857686536e-14,1.58084104564633e-10,2.1553156076051355e-4,0.015,3.17689,0.18234,0.17333333333333334,669,39
772061,1,1,2.23061669449081e-5,1,1,0,94.99243,0.02621,0.02666666666666667,1089,39
424277,1,1,0.00984118468996401,0.671573206899785,1,0,27.73648,0.0918,0.05333333333333334,1758,39
421447,1.50797740845492e-9,1.7335635593696e-10,0,0,2.4697007017786512e-8,0.018,3.14457,0.3158,0.22388059701492538,1458,35
422137,1,1,0.00134142096940235,0.262016384746253,3.4468573654301206e-6,0,50.54768,0.11575,0.2711864406779661,1695,31
423621,1,1,0.0640861365421806,0.491721998278396,0.8486929589674446,0.026,1,0.14134,0,1038,39
403122,1,1,0.371802069661025,0.920871786168211,0.0025098796914141803,0.017,1,0.10703,0.14285714285714285,1587,40
423472,0.0148114103152956,0.00316329086992012,2.01060355539727e-12,2.09498501779342e-7,0.020983886586023667,0.012,2.61923,0.32005,0.1506849315068493,1416,38
418109,1,1,1.68039060463534e-12,0.829012138159276,1,0,31.44913,0.10415,0.04,1356,39
100857189,1,1,0.00275417705476073,0.0629239486698965,0.0921489050532633,0.037,1,0.29492,0.2,1431,39
418951,1,1,1,1,1,0,23.77812,0.15815,0.05194805194805195,633,40
427006,0.00321425403591101,6.17292308474459e-4,0,2.0968264377555e-9,9.220736246772517e-6,0.011,2.62613,0.36421,0.2191780821917808,2070,38
395736,1,1,1.60036994932219e-5,0.00388913720602237,1,0.031,1,0.21125,0.25333333333333335,2460,39
427581,1,1,0.889743399933231,1,2.6062677812595003e-9,0,24.56683,0.13383,0.13432835820895522,867,35
417719,1,1,1,1,0.8575041414215008,0.013,1,0.10165,0.06666666666666667,1182,39
378905,1,1,1,0.790168487405066,0.021212832966493768,0,51.6074,0.05873,0.17333333333333334,1257,39
421864,3.22245977512597e-5,4.92721015283148e-6,1.14319890763129e-13,1.65246898526518e-8,1.9064923129618842e-8,0.04,2.51107,0.37747000000000003,0.1506849315068493,708,38
419730,1,1,3.07117252269257e-6,0.812296485806675,1,0,30.76847,0.09971,0.2608695652173913,3906,36
415704,1,1,2.02709905659132e-8,0.203281696239356,1,0,32.80309,0.03198,0.05333333333333334,3180,39
426854,1,1,0.0637800048039102,0.690994183124343,1,0,39.1046,0.02499,0.0273972602739726,744,38
415898,0.886380617956482,0.327722672877358,6.05247363113846e-10,0.945424375773662,0.3874783548984487,0.003,3.22446,0.14014,0.04,1116,39
415971,1,1,0.00842533954468816,0.491620658766282,0.4627440186025404,0.108,1,0.39167,0.07017543859649122,582,30
424993,1,1,0.00274406966028754,1,1,0,33.47612,0.04201,0.10666666666666667,1083,39
416085,1,1,1,0.761522462869837,0.5739246420334316,0,13.83932,0.02379,0.013333333333333334,1725,39
423356,1,1,4.55020924502828e-5,1,0.6974043188150616,0,37.71916,0.07858,0.1917808219178082,2316,38
427403,1,1,0.0118638281434238,0.91883893495272,0.519691445671385,0,26.84408,0.1213,0.03896103896103896,555,40
415734,1,1,0.0192775806665481,1,5.230713240883459e-5,0.033,1,0.16696,0.17333333333333334,1779,39
420202,1,1,0.0899453270183345,1,0.9423472034216963,0.019,1,0.09853,0.04,1035,39
769380,1,1,0.00202363523613349,0.289003470431508,0,0.073,1,0.21435,0.136986301369863,414,38
420667,4.35841782050632e-8,5.42902143518421e-9,7.18323240040847e-16,1.49474577758516e-14,0,0.083,2.84653,0.62874,0.1694915254237288,417,31
420093,1,1,3.47470201636599e-4,0.176771780728176,0.0027652692607528506,0,5.21434,0.16745,0.35384615384615387,1098,34
419505,0.00619873441106826,0.00124232817956331,0,3.7282896513976e-5,0.011958938334600752,0.005,3.00474,0.30937,0.3770491803278688,3585,32
421223,1,1,4.42481909305648e-7,0.238728593784909,1,0.05,1,0.26323,0.3287671232876712,1881,38
423271,1,1,0.471482612004385,1,0.03096009357889817,0.056,1,0.21656,0.1780821917808219,363,38
416505,1,1,0.0648629304625367,0.42891984908806,0.22708163430228778,0,32.7885,0.06032,0.02666666666666667,582,39
100859835,1,1,1,1,0.09041678857081184,0,31.10613,0.02941,0.1794871794871795,1119,21
NA,1,1,0.0223050300378388,0.297558797187461,0.1765467339187718,0.001,1,0.11484,0.0975609756097561,507,22
429054,1.98658303626752e-4,3.27986631462524e-5,1.37850471422913e-13,1.21643048524352e-9,0,0.01,3.81637,0.17391,0.2077922077922078,942,40
417140,1,1,1.47802015973021e-4,1,0.020558258214632964,0.006,1,0.04774,0.0821917808219178,537,38
423982,0.0131738934414557,0.00278941751245497,3.1380780925448e-11,1.53513986847137e-6,0.8001286970903053,0.015,2.41124,0.22549,0.14666666666666667,1230,39
424973,1,1,4.01712069563717e-14,0.00904678560005749,0,0,24.2465,0.08493,0.08,2220,39
769755,1,1,5.37062151885639e-4,0.018144907492211,1,0.003,2.67453,0.12875,0.13432835820895522,903,35
422815,4.21478703881171e-9,4.96452611143828e-10,0,0,1,0.013,4.98081,0.24036,0.10666666666666667,2157,39
771218,1,1,1,0.288753035452341,0.6386827158518515,0,16.87002,0.06419,0.08,1845,39
420828,7.22843880584035e-4,1.27133779093848e-4,6.90832902914781e-13,3.82906021902068e-9,0.005513895406369005,0.003,4.76113,0.0822,0.136986301369863,1095,38
422110,1,1,1,0.129928476844603,0.07876622929128503,0,31.18488,0.03902,0.16455696202531644,1449,41
423903,0.352086442786506,0.107608696159651,5.56283147996467e-9,3.28117920142995e-4,0.1045290989422553,0.004,2.95395,0.17374,0.09333333333333334,1911,39
421941,1,1,0.0177541896351006,0.284471195685451,0.32343309081569926,0.15,1,0.42357,0.0958904109589041,459,38
416778,1,1,0.856743258397691,0.696068244661329,0.622529363780856,0,39.61091,0.01034,0.02666666666666667,1053,39
420433,0.597607652551313,0.201984274119365,6.3493869344848e-7,1,4.285944200763859e-11,0.002,3.36592,0.0928,0.1038961038961039,1830,40
374244,1,1,3.40587892211765e-4,0.0720369752545552,0.9035581399939324,0,113.13803,0.01979,0.14666666666666667,3660,39
415720,1,1,6.85294010360831e-6,0.214774387384122,0.9712954020064376,0,30.37006,0.07909,0.0410958904109589,879,38
423824,2.42581507083692e-7,3.16136054473008e-8,0,0,2.047891201824475e-6,0.019,2.47498,0.38546,0.4788732394366197,5550,37
425036,1,1,1.94215877126286e-13,0.834626399453539,9.006660802364999e-6,0,69.6269,0.10393,0.2727272727272727,4116,29
769879,1,1,0.0486685315920925,0.905526649704564,0.7002212527681135,0,10.28373,0.10386,0.11864406779661017,1245,31
423555,4.64052594232223e-13,4.57946639044955e-14,0,0,0.0010355365116492311,0.021,3.05139,0.44971,0.5466666666666666,2487,39
396517,8.71754138537922e-7,1.17898482814739e-7,0,4.59122372147473e-13,0.029272669742243223,0.013,3.32257,0.1628,0.18666666666666668,1446,39
427433,1,1,0.0136528558292585,0.767568082141209,0.0964852723131487,0.007,1,0.11066,0.04,894,39
420415,1,1,2.36713146222422e-8,0.700600282001264,0.005675309293728715,0,47.37778,0.11281,0.29577464788732394,2583,37
417705,1,1,9.5191636065989e-4,0.980233565465094,0.5667300695529189,0.022,1,0.09763,0.08,1533,39
NA,1,1,4.86385512971497e-5,0.290807624924827,0.8128809769822996,0,4.68256,0.02083,0.014084507042253521,999,37
423090,1,1,1,1,0.11718357692910145,0.044,1,0.04902,0.011764705882352941,879,44
423010,1,1,6.73450951079977e-4,0.867394192674792,0.46553118240276,0,21.92431,0.11809,0.24,2511,39
416784,0.0276670597401445,0.00623480276988783,7.42150530401428e-7,3.26916859028242e-6,1,0.004,5.50778,0.16007,0.0410958904109589,780,38
100858736,6.1112761241546e-4,1.06557573819097e-4,0,6.18643101459372e-7,0.08721370751386062,0.017,2.78296,0.30942,0.10666666666666667,648,39
415936,1,1,1,1,1,0,47.80584,0.0013,0,483,38
770018,1,1,1,1,1,0,45.12042,0.02088,0.014925373134328358,333,35
422769,1,1,0.0059402216444637,1,3.8542479641445625e-6,0.074,1,0.22162,0.08695652173913043,483,36
420575,1,1,0.0516195580952136,0.557363608989833,0.09700422183842197,0,1,0.1144,0.04,1098,39
420081,1,1,0.0318224854468704,0.642960622508398,1,0.064,1,0.08145,0.0379746835443038,684,41
429172,1,1,0.00894375857263287,1,3.310807407068028e-4,0,70.87738,0.02564,0.22388059701492538,3360,35
100859046,2.23006085497386e-6,3.10422373284405e-7,0,3.3560088659912e-12,0,0.111,2.1221,0.54785,0.18840579710144928,918,36
769894,1,1,1.98944016080797e-4,0.425425234745354,0.001795710390573821,0.023,1.9865,0.14205,0.04081632653061224,273,26
396453,1,1,1,1,0.8104346848733283,0.025,1,0.2159,0.02666666666666667,684,39
100857756,1,1,1.21762374009294e-4,0.36994398216094,0.058784442641280785,0,2.50611,0.04956,0.07246376811594203,864,36
418339,0.00831685523130754,0.00170181871708098,2.91148738617301e-13,7.80694135352948e-9,0.33794936722798236,0.011,2.9492,0.2183,0.05333333333333334,1590,39
419028,1,1,0.0102702791859813,0.0582273009278247,1,0,34.60531,0.03077,0.07042253521126761,2850,37
395119,1,1,0.0193230459818465,0.344330284437787,1.7272156471687123e-7,0,18.63168,0.03541,0.18666666666666668,2592,39
419658,1,1,2.86987212777571e-5,0.0295294331937746,0.5908221826266341,0.042,1,0.1765,0.3013698630136986,1284,38
771376,1,1,1,1,0.723754263908152,0,13.08247,0.15313,0.05454545454545454,804,29
427592,1,1,6.85690614615573e-10,1,0.015513033803592164,0,235.93129,0.11068,0.18666666666666668,3033,39
426017,1,1,0,1,0.9653395796971748,0,32.04312,0.0249,0.13333333333333333,3093,39
418726,1,1,1,0.340770205471339,1,0.001,1,0.02849,0,837,41
424685,1,1,2.77827647431449e-9,0.0652409040965368,0.42817941274036714,0,78.05852,0.10468,0.22666666666666666,2370,39
395863,1,1,0.095144933426236,0.97891716573415,0.058174007810983065,0.018,1,0.14203,0.0547945205479452,597,38
427960,1,1,2.93450546362218e-5,0.0325736836921041,1,0.043,1,0.17851,0.0547945205479452,537,38
NA,1,1,0.00190755159364637,0.459571974640146,1,0.032,1,0.1095,0.028169014084507043,1134,37
428453,1.10588365977887e-9,1.26287833877674e-10,0,0,1,0.013,2.94021,0.2935,0.17333333333333334,4620,39
768833,1,1,1,0.840971423509072,1,0,3.73273,0.01368,0,237,36
NA,1,1,5.98186664074754e-8,0.199215933194659,0.8128809769822996,0.032,1,0.09551,0.10144927536231885,744,36
396073,1,1,0.0216131345257983,1,1.3846606429131475e-9,0,18.71818,0.07755,0.2328767123287671,870,38
421457,9.12369875417069e-11,9.90974633030063e-12,0,0,0.014734480671362571,0.018,2.63466,0.33897,0.5866666666666667,5649,39
NA,1,1,0.140406380501496,1,0.2245045694612816,0.038,1,0.21074,0.15384615384615385,1491,34
100125831,1,1,1,0.992055263225081,0.7002144820217259,0,999,0.13524,0.16279069767441862,429,23
415382,1,1,6.36878412798384e-7,0.605312357354713,1,0,100.01951,0.0808,0.13333333333333333,2181,39
423672,1,1,8.29137512952659e-13,0.613136611166567,1,0,3.3013,0.12003,0.17391304347826086,1926,36
427238,0,0,0,0,0,0.138,2.75909,0.96513,0.5342465753424658,2421,38
418637,0.0168321081465549,0.0036312511010273,5.04455080728104e-11,4.59689327071551e-8,0,0.016,2.72491,0.2814,0.1506849315068493,1407,38
417543,1,1,0.00054523443920741405,0.0885374151628776,0.5224342783359681,0,28.96699,0.02953,0.02531645569620253,1164,41
418257,1,1,1,1,1,0,14.08803,0.03124,0.013333333333333334,579,39
428340,1,1,7.14335900183412e-5,0.114599575876862,0.7153695860191355,0.001,2.22254,0.0684,0.1694915254237288,444,31
420109,1,1,1,0.309165624926699,1,0,32.55427,0.07303,0.2112676056338028,1695,37
396351,3.59144892588532e-4,6.0975265425071e-5,0,8.74208473994689e-9,0.0553519425158267,0.024,2.73708,0.2502,0.12903225806451613,957,48
428626,1,1,6.17229841970126e-5,0.752532596680176,0,0.036,1,0.19397,0.14084507042253522,1218,37
424590,1,1,1.5638151872956e-14,1,5.585581748367878e-15,0.016,1,0.06389,0.05194805194805195,1083,40
418042,0.00227797837960053,4.27681516857937e-4,6.34196141366989e-12,1.04060445349529e-8,1,0.02,2.67099,0.23575,0.10666666666666667,1047,39
415294,1,1,0.0114158602638338,0.0698453999313557,0.8719115437353919,0,48.71551,0.02911,0,1518,39
418391,1,1,1,0.688523340460424,4.974655872452367e-5,0,8.8559,0.04554,0.04,825,39
420857,1,1,0.136927519802265,2.08921074450952e-5,1,0.028,1.03785,0.08568,0.013333333333333334,267,39
420116,0.0185625237248695,0.004040395491757,6.74743811037338e-10,1,0.02612662238961041,0.003,4.66318,0.10055,0.1232876712328767,1197,38
427551,1,1,0.0733584127452213,0.6501538696287,0.012164526014238458,0.015,1,0.10431,0.0273972602739726,504,38
427313,1.87878262330404e-12,1.91655993401233e-13,0,0,0,0.035,3.03963,0.28211,0.2987012987012987,1320,40
416948,1,1,1,0.896654235695025,1,0,22.35475,0.04594,0.013333333333333334,672,39
421450,1,1,5.07774866686832e-7,7.24426343995913e-5,4.7675719721546517e-4,0.001,1.95626,0.07876,0.1780821917808219,3492,38
417838,1,1,0.0109115974784521,0.393745540862382,0.09941288681332221,0.084,1,0.37653,0.1232876712328767,591,38
430337,1,1,0.00224547240852764,1,0.0029932371257965096,0,18.37329,0.11999,0.24,1284,39
423401,1,1,1.69866833666024e-5,0.751518054739016,0.8172182169196252,0.018,1,0.11992,0.05333333333333334,1401,39
418805,1,1,1.04631728776861e-4,0.0044145541712897,1,0.027,1,0.23748,0.22666666666666666,2067,39
424087,1,1,3.58887832448614e-4,0.366040235663633,0,0.025,1,0.10373,0.14666666666666667,1536,39
421281,1,1,1,1,0.004303922841249689,0,28.94981,0.04582,0.04,906,39
427484,0.00297934597448598,5.68977820594197e-4,7.45248844272865e-14,0.0320301860879725,0,0.003,5.43911,0.2282,0.1643835616438356,975,38
395176,1,1,1,0.878756292791494,0.01039393268845247,0,11.95405,0.00809,0.0958904109589041,1143,38
416185,1,1,0.00182211039881866,0.364065232962515,1,0.038,1,0.17598,0.056338028169014086,1377,37
421168,1,1,2.09587989567597e-15,0.236379259011783,0.3666197233354812,0,210.36087,0.06723,0.14666666666666667,4425,39
423211,1,1,0.250038167438753,1,1,0,32.88658,0.01691,0.012987012987012988,516,40
422877,1,1,1,0.520612038934352,1,0,18.20145,0.02224,0,777,39
425954,1,1,3.69540975109774e-6,1,1.3903770230342746e-6,0.013,1,0.112,0.16883116883116883,1518,40
771861,1,1,1,1,0.22768536593072028,0,23.57395,0.02409,0.029850746268656716,714,35
416307,1,1,1.27961354939261e-4,1.88328327478735e-4,2.256537737029775e-8,0.122,1,0.55663,0.2127659574468085,363,25
430336,1,1,1,0.0444528165554366,0.21078742943587211,0,2.33443,0.01502,0.0821917808219178,1230,38
416271,1,1,4.54072433483833e-7,7.38234715358425e-6,0.3369478960276782,0,96.50317,0.21488,0.1917808219178082,690,38
374072,1,1,1,0.988871230641538,0.10462287878927597,0,25.63767,0.01188,0.015384615384615385,783,34
415699,1,1,0.00309860218820972,1,2.4878688939741074e-6,0,22.59776,0.02529,0.0684931506849315,1257,38
427912,1,1,0.00497593446916888,0.108007046623441,1,0.005,2.48349,0.21644,0.05333333333333334,564,39
