entrezgene,entrezgene_hs,hsapiens_homolog_orthology_confidence
497213,56142,1
497213,56138,1
497213,56147,0
497213,56136,1
497213,56137,0
497213,56143,0
497213,56141,1
497213,9752,0
497213,56145,0
497213,56139,0
497216,56140,0
497216,56144,1
497216,56146,0
497216,56142,1
497216,56138,1
497216,56147,0
497216,56136,1
497216,56137,0
497216,56143,0
497216,56141,1
497216,9752,0
497216,56145,0
497216,56139,0
422166,60401,1
771172,10603,1
421735,245806,1
427046,9667,1
427046,6294,0
428086,4319,1
428086,4314,1
423633,9790,1
769452,54849,1
420224,91147,1
421264,10887,1
421264,200558,1
107057167,NA,NA
416759,79652,1
428573,2740,1
395614,22806,1
423413,10516,1
100857553,3140,0
424657,127428,1
420927,10299,1
107056878,100526760,0
107056878,95,0
107055271,NA,NA
427092,9453,1
427762,84929,1
373895,50945,1
428271,NA,NA
426220,NA,NA
423998,129401,1
771781,128637,1
429199,340784,1
429522,NA,NA
107049212,NA,NA
428906,624,1
424292,23518,1
101748683,143630,0
419758,9354,1
396361,3624,1
417620,55178,1
426690,55224,1
373902,9971,1
107049477,5463,1
373924,27092,1
771073,219557,0
423041,272,1
427394,55814,1
425522,57118,1
374236,5977,1
424906,152137,1
428485,4160,1
396501,10052,1
420350,79139,1
424557,440585,1
395890,NA,NA
107055537,NA,NA
415865,80777,1
423924,22841,1
100858279,55593,1
419790,23187,1
426086,9170,1
423180,55709,1
421367,25936,1
101747920,NA,NA
373938,7410,1
431251,2834,1
424556,10026,1
395442,387,1
100857884,388761,0
100857884,284532,0
100857884,343170,0
100857884,127066,1
100857884,442191,0
107054480,56113,1
107054480,26025,0
107054480,56108,1
107054480,56111,1
107054480,56109,1
107054480,56110,1
107054480,56106,1
107054480,56105,0
107054480,56112,1
107054480,9708,1
101749609,55194,1
396544,4666,0
425500,1207,1
417573,9703,1
100858717,NA,0
100858717,254863,0
425306,51056,1
107054697,29121,0
107054697,969,0
107054697,387836,0
107054697,9976,0
423655,221037,1
415410,5873,1
100858589,54853,1
374272,1848,1
107050621,NA,NA
421727,79632,1
430761,NA,NA
100049617,80233,1
426296,84908,1
419516,9938,1
107057138,27348,0
417924,5250,1
396414,6238,1
424250,26984,1
422553,3622,1
396394,5321,1
422082,2548,1
395249,1653,1
419922,7942,1
776596,11100,1
421656,8871,1
395215,54549,1
395456,5125,1
424516,23507,1
100859837,NA,NA
424807,130340,1
420170,10565,1
420675,54861,1
101749400,27243,0
417892,1634,1
416768,23119,1
420147,58513,1
374259,NA,0
374259,785,1
100859605,4359,1
771920,131,1
771920,125,1
771920,124,1
771920,126,1
107057618,NA,1
107057618,115950,1
100858105,149478,1
772003,389558,1
100859315,165679,0
395572,7976,1
426697,6301,1
101752206,8631,1
420954,83608,1
422262,7105,1
427474,3293,1
428450,27032,1
419443,199953,1
419321,128602,1
423769,240,1
426072,7110,1
374008,285220,1
107050507,22864,0
107050507,NA,0
417667,124540,1
417216,25792,1
395555,4361,1
426132,79792,0
426132,56169,0
426132,55876,0
426132,284110,1
100859124,3004,1
374251,7049,1
420354,27085,1
771493,121551,1
421396,23498,1
768915,23626,1
107050753,NA,NA
395795,NA,NA
426225,56647,1
770379,85027,1
395809,6522,1
418292,NA,1
418292,10436,1
426324,55784,1
424099,8745,1
378897,7070,1
420385,2692,1
100858564,55585,1
101749510,978,0
107049043,282618,0
107049043,282616,0
107049043,282617,0
107057571,3213,0
419757,143941,1
417260,26012,1
395375,594,1
418169,83592,0
421579,4216,1
771635,63826,1
396256,796,1
395440,10234,1
417717,27000,1
776677,NA,0
776677,29086,1
770044,NA,NA
417264,6136,1
428538,NA,NA
419264,26205,1
374097,2773,1
419057,283208,1
420210,245972,1
419949,11011,1
416069,131177,1
424606,NA,NA
420843,6310,1
422508,246175,1
423689,8034,1
374229,10673,1
417253,NA,NA
107048996,7873,1
417972,NA,NA
414796,51046,1
422118,79637,1
416259,79685,1
395680,4086,1
429847,55201,1
769834,100507050,1
100858625,79789,1
100859913,642273,1
420531,414149,1
418513,23515,1
100857411,51316,1
396147,10097,1
417687,342527,1
417864,4675,0
417864,4673,1
417864,4674,0
771599,57633,1
418760,55608,1
415940,11344,1
425131,10612,1
421121,29088,1
428409,3361,1
419361,55920,1
417567,645832,1
100170842,NA,NA
420932,79072,1
769274,114131,1
431081,54978,1
428149,4923,1
427243,8395,1
424215,9125,1
107055134,NA,NA
395546,6423,1
418211,8082,1
415294,80153,1
418731,344558,1
422134,5303,1
427725,4340,0
415938,51368,1
419106,2625,1
417024,26259,1
426769,11160,1
107055327,NA,NA
396244,4602,1
422251,7547,1
776031,23452,1
423367,23093,1
418697,51601,1
419255,54963,1
421209,112942,1
418398,57092,1
419238,54915,1
416438,4885,1
100861585,84639,1
100861585,3557,0
100861585,26525,0
420058,8498,1
100857417,83483,0
417711,6733,1
395273,57369,1
423579,114088,1
427867,8549,1
422391,84548,1
418510,1827,1
415467,79631,1
423280,51382,1
107050718,23152,0
415905,5580,1
418277,4839,1
395178,7318,1
421973,165324,1
427933,NA,NA
428381,2843,1
421841,5238,1
769534,116143,1
101749412,60494,0
429785,NA,NA
395547,29765,1
424526,255631,1
419852,NA,NA
424374,1397,1
396164,3090,1
417119,51552,1
100858527,126859,1
416384,83473,1
417113,NA,0
418703,51455,1
427063,400891,1
427854,537,0
772037,55972,1
423473,9578,1
396227,3315,1
396522,1264,1
415309,257364,1
422702,10098,1
423947,36,1
416513,1819,1
428277,NA,NA
419674,8761,1
419674,132430,0
107056208,116228,1
423557,122809,1
101749460,NA,NA
395664,3455,0
395664,NA,0
428404,11280,1
424989,57709,1
107049026,NA,NA
416679,51530,1
396284,103910,1
107051991,103910,1
422329,158866,1
424671,114803,1
777548,3216,1
777548,3203,0
373994,5450,0
107057560,NA,NA
420001,9349,1
419081,6240,1
768473,NA,NA
107049864,5697,0
416359,11285,1
419403,65220,1
424086,65061,1
396538,375790,1
107055229,NA,NA
427898,150368,1
425450,22980,1
417037,3833,0
101748559,3833,0
770646,200407,1
427641,57113,1
100857302,NA,NA
395576,117154,1
420865,NA,1
420865,9521,1
395430,11140,1
100859115,144448,1
771861,343702,1
416636,2013,1
395404,26998,1
474356,NA,NA
395503,862,1
428780,55858,1
424865,10644,1
417039,NA,NA
107049777,219874,0
418482,26046,1
769103,119695,1
395657,10418,1
395393,6622,1
415970,339122,1
769372,55602,1
374007,1005,1
768671,8859,0
424286,4249,1
418240,10762,1
769317,119695,1
416684,95681,1
423315,64067,1
422858,5522,1
101750973,140732,0
101750973,6676,0
415955,55035,1
107050106,3678,0
422960,6860,1
425536,9700,1
100857925,NA,1
418775,171425,1
100857887,282775,0
100857446,94,1
417856,55266,1
415711,4775,1
415712,4775,1
426429,4967,1
421234,22918,1
395410,27,1
107051192,NA,NA
423035,9646,1
395876,2159,1
431509,2592,1
100858304,8775,1
424259,7707,1
374173,6586,1
421777,57107,1
101748113,51315,0
101748113,84460,0
426868,2804,1
421309,84649,1
427278,55781,1
417785,50640,1
421155,8497,1
426955,20,1
422145,9452,1
415875,9785,1
100857563,5371,1
421857,134728,1
768374,54583,1
420853,51256,1
420853,107080638,1
421324,80232,1
428262,115019,1
107050083,NA,NA
415364,23102,1
395413,10524,1
420924,651746,1
420338,11236,1
374014,474343,0
374014,169981,0
374014,10927,0
374014,54466,0
415362,3419,1
416709,5190,1
417822,144577,1
417823,144577,1
430661,NA,NA
424461,118427,1
421569,NA,1
421569,8635,1
417185,445,1
424779,256356,1
107050681,1340,1
373903,1734,1
374054,57135,0
374054,57054,0
374054,57055,0
374054,1617,0
374054,1618,1
396288,55879,0
770898,652968,1
426166,58525,1
417675,23277,1
421621,23328,1
374136,9173,1
771797,144347,1
771797,100533183,1
408046,3800,1
426629,26007,1
419068,9873,1
419311,1522,1
768405,3167,1
421941,130814,1
416945,728441,1
416945,92086,1
416945,2678,1
416945,91227,0
416945,728226,1
395974,10320,1
100858730,9244,1
429040,80326,1
107049849,83707,0
426147,9898,1
417594,29928,1
428994,1373,1
420328,114,1
416753,527,1
419739,27034,1
425009,51068,1
768416,63905,0
422992,387733,1
769366,29121,0
769366,969,1
769366,387836,0
769366,9976,0
425447,57168,1
422032,NA,NA
424297,80731,1
428209,5724,1
100859690,NA,NA
419366,8863,1
427060,NA,NA
423884,22986,1
429037,79411,1
421445,55168,1
776543,115795,0
415550,10302,1
419702,55823,1
422611,1040,1
420735,9844,1
378915,5695,1
396481,3554,1
100859150,54760,1
417895,440107,1
427553,1006,1
422641,27163,1
101748037,1606,1
430442,25796,1
422354,116442,1
422385,203547,1
772190,647286,1
425050,2992,1
419059,26005,1
426918,10273,1
428337,284382,1
396515,2261,1
419574,717,1
423705,84647,1
420504,5305,1
429097,55624,1
418734,65110,1
396499,1411,1
395210,6696,0
407090,3592,1
428523,147463,1
421035,10650,1
428638,135152,1
428242,64137,1
420832,63971,1
419212,1434,1
107050958,9149,1
428167,6790,1
426199,51606,1
428012,11138,1
416026,80325,1
420289,7227,1
426941,64981,1
425473,23381,1
415845,29123,0
395683,4322,1
418275,9918,1
396280,6155,1
416586,50615,1
416452,90639,1
417196,57171,1
426009,115861,1
693257,NA,NA
417576,10783,0
426860,81627,1
420742,64224,1
419041,57102,1
395995,6908,1
424248,54437,1
407091,55833,0
421464,84272,1
769474,128876,1
416068,8309,1
101748520,80199,0
422971,57084,1
415951,64768,1
415954,54829,1
425238,NA,NA
418798,114798,1
417443,10351,1
417443,10350,1
417443,10349,1
417443,23460,1
404751,4718,1
404751,100532726,1
424043,2744,1
417427,9931,1
424464,148867,1
395176,64641,1
414338,116842,1
423459,8788,1
693256,NA,0
693256,3109,0
422511,NA,NA
109648311,NA,NA
420343,114907,1
431270,4013,0
417587,374786,1
395300,442038,1
770870,196743,1
100857693,196743,1
770561,372,1
429485,NA,NA
415910,11334,1
418187,NA,1
418187,338821,1
418187,10599,1
418187,28234,1
417933,27340,1
422344,84187,1
415664,NA,NA
426312,23213,1
100858962,NA,NA
421550,5134,1
395158,4771,1
420695,1232,1
420695,1234,1
420695,1230,1
420695,729230,1
429353,29916,1
423017,10522,1
418579,8406,1
424330,85461,1
427540,3299,1
373971,7299,1
417529,NA,1
417529,117584,1
416221,94081,1
100859829,149076,1
395921,1267,1
107056611,65062,0
418049,7263,1
770487,NA,0
770487,91869,1
419561,1503,1
422276,NA,NA
396222,84823,1
396058,89778,0
396058,8710,1
107056830,283847,1
428119,390037,1
428119,143502,1
430697,NA,NA
771763,51378,1
418777,9375,1
417989,5372,1
395962,2492,1
428116,79339,0
428116,390058,1
428116,390061,0
428116,282763,0
428116,390059,1
428116,283111,0
428116,79345,1
768782,147991,1
421508,6262,1
404532,124626,1
421016,29090,1
373885,11211,1
423756,NA,NA
378783,3815,1
374244,490,1
415995,58515,1
101752023,58487,1
425060,1196,1
423903,374354,1
100859408,3140,0
423850,79591,1
419633,23154,1
424132,129831,1
424451,116496,1
101747767,145853,1
419442,84275,1
107056595,339761,0
107055114,10401,0
395922,1060,0
415540,81556,1
418593,5422,1
771464,84830,1
423520,57570,1
419510,84217,1
417395,3131,1
419050,NA,NA
417466,4025,0
407775,8869,1
416142,5201,1
396205,4801,1
420117,11316,1
419563,115361,0
419563,2635,0
419563,2633,0
419563,388646,0
419563,115362,0
419563,2634,0
419563,163351,0
415669,51673,1
424546,64123,1
420486,NA,NA
101748764,283869,1
428854,219541,1
417388,51096,1
418000,2033,1
419250,NA,NA
396339,7050,1
419956,140432,0
419956,7737,0
429098,NA,NA
425664,8991,1
395193,NA,NA
420596,10551,1
417151,11094,1
423476,91828,1
416225,23197,1
395800,1054,1
772372,623,1
426218,NA,NA
424125,91404,1
100858738,5409,1
427306,54886,1
417044,10399,1
422165,367,1
395250,23648,1
374178,7077,1
395282,3397,1
101750984,26030,0
416241,134353,1
428269,64858,1
423543,55860,1
419454,5394,1
776024,89884,1
769750,388886,1
417519,144404,0
101751823,92140,1
421138,9760,1
419527,80005,1
430829,57728,1
418954,9205,0
418954,7750,1
424041,8564,1
425042,83939,1
423362,10972,1
423366,11161,1
414880,NA,1
414880,NA,1
422995,59307,1
100431103,10660,0
422143,57132,0
419945,40,1
768578,56985,1
416424,51283,1
417806,81539,1
423726,6229,1
431579,79993,1
428246,57646,1
428359,80124,1
107054427,84522,1
776636,90506,1
100859328,613212,1
416880,NA,1
416880,217,1
416482,84629,1
417348,57690,1
424947,10057,1
420846,221662,1
101750559,220107,1
107055227,NA,NA
417735,79174,1
421493,116228,1
416963,23598,1
425096,NA,NA
422912,10989,1
395812,9421,1
420039,NA,NA
418715,7850,1
422769,54951,1
429110,5563,1
418864,81602,1
421126,96764,1
418107,6718,1
396216,1440,1
771226,8089,1
770275,23495,1
107050970,64840,0
424445,4688,1
422762,23142,1
416664,51333,0
425846,8085,1
419774,6330,1
421327,8560,1
408047,9087,1
408047,7114,1
416907,89781,1
423287,79768,1
101750594,4477,0
396008,NA,NA
417469,9256,1
422410,1519,1
101747586,4958,1
420192,5828,1
396521,829,1
107051012,6158,1
771350,374355,1
770309,NA,NA
416688,54522,1
426914,NA,NA
107055107,NA,NA
395554,2259,1
395434,64208,1
423851,10724,1
427368,7010,1
107051610,11211,1
414845,999,1
415860,999,1
107050739,27238,0
100858888,53842,1
100858888,100132463,1
769822,152940,0
417762,54556,1
417646,9098,1
417646,84669,1
396151,NA,NA
425757,NA,NA
100858624,23630,1
395603,2264,1
428925,4247,1
427195,10605,1
415568,7090,1
416974,9921,1
419985,4356,1
417192,NA,NA
396547,4668,1
408082,1910,1
395438,3937,1
769706,441509,1
100857350,55274,1
420098,5725,1
419092,55298,1
423156,6506,1
423906,56165,1
424109,NA,NA
427162,64105,1
417334,6904,1
423931,9531,1
422843,56606,1
429089,3491,1
419513,27247,1
418264,57097,1
422614,152926,1
416165,27430,1
417296,11253,1
425666,81609,1
428927,382,1
107056523,63905,0
395386,7123,1
107055250,NA,NA
100858780,29121,0
100858780,969,0
100858780,387836,0
100858780,9976,0
422510,NA,NA
422511,NA,NA
426437,80168,1
419434,148398,1
426535,55664,1
418726,2274,1
426978,25828,1
101752179,3169,1
107057363,NA,NA
100858452,83482,1
107055308,4669,1
100858359,NA,NA
420764,57002,1
395753,4135,1
107055130,NA,NA
107049562,140732,0
107049562,6676,0
107050538,3140,0
776286,89910,1
431314,NA,NA
419859,57172,1
415504,28232,1
425019,4291,1
416698,84912,1
770239,56888,0
416505,56953,1
107053960,388650,1
100858985,83873,1
418030,9463,1
107057151,NA,NA
422332,84061,1
417429,27091,1
395986,5913,1
418755,55739,1
423569,23588,1
426074,10550,1
420392,152206,1
415825,10328,1
424048,56171,1
771615,78988,1
422976,120237,1
416348,NA,1
416348,54439,1
422400,23240,1
431122,23279,1
420789,NA,NA
425209,84260,1
416618,NA,1
100859439,27111,1
418699,NA,1
418699,NA,1
418699,51263,1
421517,6894,1
419910,3710,1
424642,23318,1
421785,5550,1
417312,6416,1
100858205,2131,1
417415,55852,1
426468,10193,1
420905,54877,1
418767,93081,0
421612,84085,1
420513,221079,1
769206,550,1
419058,51400,1
419382,7161,1
395446,6299,1
101752092,NA,1
101752092,1203,1
100857705,79867,1
420709,57456,1
419338,8537,1
107049088,222068,1
421530,83932,1
770005,NA,NA
100858049,NA,NA
395344,474343,1
395344,169981,1
395344,10927,1
395344,54466,1
418502,3460,1
418738,348013,1
427821,246176,1
101410532,140606,1
425300,6504,0
101750341,NA,NA
426050,23255,1
420719,1524,1
107051439,26121,0
429986,5692,1
419373,23463,1
420910,55322,1
417800,NA,NA
417287,7186,1
100857793,57634,1
430495,8698,1
427231,23081,1
418407,56987,1
416560,1877,1
107054486,56113,1
107054486,26025,0
107054486,56108,1
107054486,56111,1
107054486,56109,1
107054486,56110,1
107054486,56106,1
107054486,56105,1
107054486,56112,1
107054486,9708,1
419390,NA,NA
395658,5928,1
423527,51635,1
420857,100113407,1
418900,400120,1
422630,79660,1
424192,4065,1
424192,100526664,1
101748948,64802,1
424934,129563,1
420047,6605,1
427330,401548,1
422435,84869,1
427431,26064,1
416758,9742,1
396258,4605,1
101747989,NA,NA
417397,23531,1
428413,25805,1
418752,1284,1
428767,308,1
422982,1717,1
396228,871,1
427947,5777,1
416087,8801,1
419846,8444,1
395235,7475,1
418351,79691,1
421965,NA,NA
427323,6228,1
427627,53917,1
421228,64682,1
101750777,11186,1
769466,8715,1
423970,55844,1
100858213,644100,1
395422,4978,1
110224125,NA,NA
417774,29969,1
419076,3263,1
771383,23011,1
421699,116843,1
396377,5956,1
396377,2652,1
396377,728458,1
396377,101060233,1
396377,107984055,1
396377,NA,1
396119,10468,1
421010,284273,1
420629,8935,1
430990,6224,1
418469,6782,1
420931,9037,1
420201,92421,1
776014,57597,1
424370,284680,1
100857390,NA,NA
427884,NA,NA
770005,NA,NA
107051871,115207,1
419055,254225,1
422549,201973,1
693258,NA,NA
395175,253738,1
771913,55092,1
428263,553,1
415739,9683,1
420674,55129,1
422887,402160,1
395731,7555,1
418660,8908,1
395883,7111,1
772114,10555,1
395326,4783,1
693262,6495,1
416182,2107,1
422525,58505,1
418236,64098,1
395855,801,0
395855,808,0
418075,55198,1
422605,27235,1
424419,163590,1
423079,100528017,1
423079,6288,1
423079,6289,1
423079,6291,1
100359387,57571,1
419867,5906,1
107050229,2629,1
422446,60592,1
420880,221749,1
418244,26150,1
396021,5516,1
428602,NA,1
428602,5954,1
378803,4982,1
416734,57144,1
422647,92597,1
421416,2355,1
395559,2043,1
422123,60386,1
421095,22878,1
418193,586,1
418835,11215,1
425593,222962,1
772154,283310,1
771555,6323,1
421788,57531,1
415678,55697,1
416469,55501,1
421337,375056,1
421027,54495,1
424910,9076,1
769996,6390,1
100859720,6390,1
429828,1589,1
418859,29079,1
418448,7570,0
100858546,84215,1
428297,NA,NA
420660,64343,1
396337,4914,1
420955,2589,1
419257,89882,0
395333,26002,1
424061,66037,1
395345,NA,NA
419481,55187,1
418618,55787,1
396114,5031,1
416723,10621,1
395472,10312,1
427842,23302,1
421646,154043,1
421646,26034,0
771428,79815,1
424073,9689,1
418287,3902,0
419292,51654,1
420925,154007,1
421455,93643,1
417613,54475,1
429967,51475,1
107049658,NA,NA
417586,85464,1
107049826,NA,NA
423709,51008,1
771760,57460,1
415853,92822,1
428125,NA,NA
415914,51161,1
101749846,NA,NA
100859427,NA,NA
100533998,8790,1
420267,29967,1
395303,6667,1
425026,25976,1
424689,NA,NA
771176,NA,NA
396174,4131,1
420325,3786,1
107052771,NA,NA
431201,93210,1
415324,NA,NA
422673,11107,1
768856,203259,1
423401,123016,1
428089,143686,1
772393,307,1
428597,8676,1
107053055,56776,1
418229,758,1
427333,9991,1
101750363,5551,0
420326,729330,1
420326,NA,1
396397,56956,1
423694,26128,1
424758,55041,1
107051027,11166,1
429271,51078,1
419635,NA,1
419635,9202,0
419635,9204,1
374237,10951,1
771098,2639,1
424713,55631,1
395679,4090,1
423183,91252,1
420967,573,1
417908,55785,1
100859468,NA,NA
771726,25898,1
415960,6529,1
423782,196740,1
100859830,NA,NA
422424,1363,1
424771,205428,1
100858050,343990,1
777320,55611,1
769267,NA,NA
423624,81619,1
420288,8667,1
107056166,7851,0
418887,10240,1
423265,NA,NA
395966,7155,1
429090,126820,1
107053684,23466,1
426879,91012,1
414341,NA,NA
427575,2912,1
418662,4267,1
101752216,389812,1
771345,27436,1
421403,10128,1
419902,64771,1
419593,25949,1
420559,54809,1
420559,219285,1
373893,84839,1
396177,2047,1
107049451,79064,1
420790,3486,1
770547,2694,1
416803,283383,1
428975,54805,1
771085,NA,NA
421056,64863,1
418940,NA,1
418940,221178,1
100857356,55205,1
422355,7411,1
423561,10175,1
768535,NA,NA
100857837,NA,NA
425097,79080,1
768990,340061,1
425111,5934,1
428234,220296,1
416291,9509,1
414831,2258,1
416623,51108,1
416093,317649,1
428117,119695,1
418364,25871,1
100272166,388112,0
100272166,79923,0
423821,54619,1
417378,1453,1
101749247,55317,1
374255,107987373,1
374255,6150,1
374255,107987373,1
418751,23026,1
107048990,7764,0
396270,3619,1
416073,57415,1
769486,NA,NA
100859316,9914,1
428595,154197,1
374115,406,1
423898,3026,1
395750,2120,1
396437,84203,0
396437,7295,1
416254,25929,1
420093,NA,NA
415439,2252,1
427299,2339,1
418925,51371,1
417562,114826,1
421531,149371,1
426329,5524,1
427201,64283,1
427977,NA,NA
423666,8030,1
427354,158219,1
424638,91408,1
422222,5358,1
426277,23534,1
428015,10913,1
395908,8638,0
107057583,79132,0
771509,23580,1
415636,57017,1
395907,85359,1
395907,NA,1
395907,102724770,1
395907,8214,1
418199,55907,1
422807,55300,1
422807,55300,1
419558,347735,1
373947,2230,1
417699,1738,1
417156,6835,1
100857812,NA,NA
100857573,NA,NA
422678,2169,1
100857376,134121,1
423374,2954,1
427727,6890,1
421060,7298,1
418431,200894,1
418966,143888,1
374161,29087,1
422831,114905,1
419552,7805,1
430522,158067,1
419254,24148,1
422728,2267,1
374266,165904,0
423217,26015,1
404774,6641,1
426521,124995,1
429083,1806,1
419075,23647,1
415820,NA,NA
423453,51466,1
424703,23169,1
100857678,7320,1
422561,51809,1
420204,157724,1
418484,10069,1
396220,3916,1
423222,NA,NA
424476,9890,1
395184,10559,1
395163,23105,1
427689,NA,NA
422289,2556,1
428331,170961,1
395721,3739,1
770433,NA,NA
424441,23593,0
418944,26278,1
426186,79022,1
770660,6014,1
415580,23423,1
421249,26090,1
424430,NA,NA
415681,25839,1
416781,54584,1
395397,1044,1
396435,7167,1
396061,2194,1
418016,6122,1
427723,84900,1
422708,93587,1
100858806,NA,NA
415854,2175,1
430912,285193,1
395718,2138,1
420252,51366,1
419940,974,1
427269,549,1
427265,92840,1
418770,259232,1
428896,58157,1
425840,51742,1
396485,3048,1
396485,NA,1
396485,3047,1
396485,3046,0
396485,3043,1
396485,3045,1
428114,3048,1
428114,NA,1
428114,3047,1
428114,3046,0
428114,3043,1
428114,3045,1
419421,118424,1
107049991,30846,1
427625,285590,1
422247,9459,1
396436,5741,1
415984,65268,1
771259,64211,1
429151,1146,1
420421,9943,1
408035,1950,1
422750,79644,1
422787,23244,1
418235,29780,1
107049028,NA,NA
422795,768211,1
395188,9126,1
420407,820,0
415489,90381,1
100858999,9507,0
374004,4656,1
416232,84321,1
426611,720,0
426611,110384692,0
426611,721,1
420532,55301,1
418968,38,1
424519,5586,1
101748011,84519,0
423599,145581,1
100526758,100128731,1
416159,NA,NA
421005,81688,1
419628,192669,1
426353,56893,1
417361,23265,1
107053803,255626,1
395530,1282,1
101750428,90835,0
426037,NA,1
769163,11259,0
428382,3777,1
419249,4661,1
427552,1816,1
373974,50805,1
768556,284129,1
416694,NA,NA
395504,2628,1
100857713,440695,1
100857713,2117,1
421355,55105,1
107056465,26499,0
419455,2475,1
422537,57117,1
101748994,55006,1
428458,7342,1
424537,100505741,1
769715,143570,1
417720,100131755,0
417720,9737,0
417720,64860,0
417720,114928,0
417720,100528062,0
417720,54470,0
417720,80823,0
417720,100528062,0
417720,83787,1
417720,51309,1
417720,9823,0
417720,51566,0
107055236,NA,NA
426891,25941,1
396095,11075,1
427564,3038,1
419652,NA,NA
416266,2196,1
423083,144108,1
770517,83461,1
422238,56180,1
396134,4233,1
395673,597,1
395673,400410,0
424496,1810,1
423929,2869,1
107049005,100129792,1
771070,79036,1
420608,55536,1
416678,7328,1
427448,2533,1
768787,84886,1
107055769,143686,0
423619,5995,1
422346,55916,1
422346,29107,1
769393,54112,1
423299,29091,1
415705,54550,1
416806,121256,1
395155,1808,1
396230,3214,1
100859196,6778,1
419056,9789,1
417272,54836,1
423925,63877,1
422125,57513,1
423047,440026,1
424608,541468,1
431649,206338,1
107056326,1062,0
425304,23397,1
396434,7125,1
425792,4293,1
101750175,374308,1
429219,114804,1
422311,10670,1
422311,10325,1
423117,51083,1
101748144,63905,0
378789,6564,1
395468,6358,0
395468,6349,1
395468,414062,1
395468,6362,1
395468,6351,0
395468,6348,0
395468,9560,0
395468,388372,0
417634,51651,1
423330,89874,1
395489,54149,1
419150,128866,1
424549,54810,1
428499,134147,1
417626,5889,1
427592,26018,1
424406,7371,1
415981,5253,1
421566,54346,1
424395,22920,1
416947,6634,1
107054494,NA,NA
418993,9702,1
426797,6643,1
771059,121355,1
427097,90268,1
415802,83657,1
419575,84243,1
418067,80298,1
422878,3064,1
429492,NA,NA
421048,201475,1
422379,26280,1
414832,1576,1
414832,1577,1
414832,100861540,1
414832,64816,1
414832,1551,1
418496,59271,1
769286,57167,1
427053,58497,1
415392,55323,1
772201,374569,1
772219,79922,1
416250,91937,0
107049259,NA,NA
431612,84131,1
417877,8499,1
416938,23523,1
422557,NA,NA
100859319,962,0
474360,NA,NA
100859297,10620,1
107055232,NA,NA
415416,56204,1
423427,90050,1
422452,23158,1
419049,6205,0
415863,51388,1
396463,5451,1
419447,116362,1
418780,8428,1
420171,57094,1
100858091,125988,1
422048,55166,0
771327,7072,1
100858315,NA,NA
428653,3790,1
428887,254170,1
417430,5578,1
552895,211,1
422638,950,1
426770,11212,1
422003,55872,1
417500,84268,1
771220,5121,1
100859828,NA,1
100859828,57465,1
419590,55219,1
395755,5420,1
101748790,5988,0
101748790,342931,0
101748790,729974,0
101748790,442247,0
101748790,10738,0
101748790,10739,0
101748790,NA,0
428180,9651,1
418466,149998,1
418803,54602,1
425984,23218,1
420678,223082,1
417182,23404,1
421311,56261,1
100857237,4282,1
107049084,128859,1
100859632,27315,1
408040,NA,1
408040,3860,1
419368,9341,1
420619,90693,1
418724,9392,1
424405,223,1
100859722,NA,NA
415662,NA,NA
769668,NA,NA
101747680,NA,NA
107049164,NA,NA
107080643,NA,NA
107055391,55588,1
415990,23299,1
422345,2182,1
415490,51458,1
418753,55647,1
422209,9203,1
416152,7265,1
777179,6666,1
374133,11224,1
427454,29978,0
427454,29979,1
100859771,439,1
420761,273,1
418365,6884,1
100857648,84960,0
421429,114781,1
419114,441864,0
419114,3547,0
419114,126014,0
419114,1,0
770683,3092,1
107056124,90411,0
415481,9915,1
107049718,8402,1
416996,27124,1
420388,4820,1
418741,113622,1
419028,92105,1
427419,NA,NA
100858650,83541,1
107054513,80758,1
422182,55869,1
100857695,10904,1
771706,284067,1
423471,7187,1
396197,213,1
424750,55677,1
374108,2488,1
100858913,60682,1
424691,5236,1
428176,80835,1
418092,55010,1
101751348,NA,NA
426428,54682,0
424590,7389,1
771003,84254,1
769107,3352,1
776054,NA,NA
415406,4734,1
396338,4544,1
428446,84892,1
421160,3898,1
424581,79639,1
107056114,NA,NA
395920,6239,1
101748987,NA,NA
424270,55179,1
427853,2918,1
107050758,1280,0
772136,10807,1
422563,11341,1
419336,55816,1
428964,9849,1
416392,55199,0
416392,653333,1
416392,85002,1
416392,196483,1
396006,284119,1
107051514,9040,0
418994,143684,1
771791,1510,1
416000,50650,1
429823,83872,1
771652,388753,1
423695,5552,1
422689,287,1
416327,6583,1
423784,118461,1
395605,1141,1
422277,6451,1
107057217,55143,0
415637,57019,1
422991,80162,1
420744,168667,1
417458,NA,NA
418676,84679,1
417709,54517,1
418512,873,1
418512,874,1
423976,5832,1
418153,23085,1
395356,9562,1
426442,388228,1
107049077,220074,1
107049077,220074,1
420453,7434,1
428737,29942,1
417647,762,1
415402,366,1
424595,114034,1
107056993,65993,1
100857535,91978,1
419868,55924,1
419868,55924,1
431304,359,1
426791,5327,1
423390,85439,1
395729,5092,1
101747869,56981,0
395824,NA,NA
396341,595,1
100859798,54463,1
373943,57057,1
396027,5970,0
107049270,338692,1
395385,958,1
418050,339669,0
421586,6950,1
396318,NA,NA
418807,122060,1
769637,23585,1
415787,8824,1
420976,4726,1
100857155,353,1
100859353,140732,0
100859353,6676,0
770034,55741,1
424576,6536,1
770067,116159,1
420057,6511,1
419242,NA,NA
421889,90523,1
415432,NA,1
